食品名(100gあたり),エネルギー(kcal),水分(g),たんぱく質(g),脂質(g),炭水化物(g),食塩相当量(g)
＜茶類＞　緑茶類　番茶　茶,266,2.8,21.8,5.3,52,0
＜茶類＞　緑茶類　番茶　浸出液,0,99.8,Tr,0,0.1,0
＜茶類＞　緑茶類　ほうじ茶　茶,257,1.8,18.4,5,59.4,0
＜茶類＞　緑茶類　ほうじ茶　浸出液,0,99.8,Tr,0,0.1,0
＜茶類＞　緑茶類　玄米茶　浸出液,0,99.9,0,0,0,0
＜茶類＞　発酵茶類　ウーロン茶　浸出液,0,99.8,Tr,0,0.1,0
＜茶類＞　発酵茶類　紅茶　茶,234,6.2,20.3,2.5,51.7,0
＜茶類＞　発酵茶類　紅茶　浸出液,1,99.7,0.1,0,0.1,0
＜コーヒー・ココア類＞　コーヒー　浸出液,4,98.6,0.2,Tr,0.7,0
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287,3.8,14.7,0.3,56.5,0.1
＜コーヒー・ココア類＞　コーヒー　缶コーヒー　無糖,3,99,0.1,Tr,0.5,0.1
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38,90.5,0.7,0.3,8.2,0.1
＜コーヒー・ココア類＞　ココア　ピュアココア,386,4,18.5,21.6,42.4,0
＜コーヒー・ココア類＞　ココア　ミルクココア,400,1.6,7.4,6.8,80.4,0.7
＜その他＞　青汁　ケール,312,2.3,13.8,4.4,70.2,0.6
＜その他＞　甘酒,76,79.7,1.7,0.1,18.3,0.2
＜その他＞　昆布茶,173,1.4,5.2,0.2,42,51.3
＜その他＞　スポーツドリンク,21,94.7,0,Tr,5.1,0.1
＜その他＞　炭酸飲料類　果実色飲料,51,87.2,Tr,Tr,12.8,0
＜その他＞　炭酸飲料類　コーラ,46,88.5,0.1,Tr,11.4,0
＜その他＞　炭酸飲料類　サイダー,41,89.8,Tr,Tr,10.2,0
＜その他＞　炭酸飲料類　ビール風味炭酸飲料,5,98.6,0.1,Tr,1.2,0
＜その他＞　なぎなたこうじゅ　浸出液,0,99.9,0,Tr,Tr,0
＜その他＞　麦茶　浸出液,1,99.7,Tr,0,0.3,0
＜調味料類＞　ウスターソース類　ウスターソース,117,61.3,1,0.1,27.1,8.5
＜調味料類＞　ウスターソース類　中濃ソース,129,60.9,0.8,0.1,30.9,5.8
＜調味料類＞　ウスターソース類　濃厚ソース,130,60.7,0.9,0.1,30.9,5.6
＜調味料類＞　ウスターソース類　お好み焼きソース,144,58.1,1.6,0.1,33.7,4.9
＜調味料類＞　辛味調味料類　トウバンジャン,49,69.7,2,2.3,7.9,17.8
＜調味料類＞　辛味調味料類　チリペッパーソース,58,84.1,0.7,0.5,12.8,1.6
＜調味料類＞　辛味調味料類　ラー油,887,0.1,0.1,99.8,Tr,0
＜調味料類＞　しょうゆ類　こいくちしょうゆ,76,67.1,7.7,0,7.9,14.5
＜調味料類＞　しょうゆ類　こいくちしょうゆ　減塩,68,74.4,8.1,Tr,9,8.3
＜調味料類＞　しょうゆ類　うすくちしょうゆ,60,69.7,5.7,0,5.8,16
＜調味料類＞　しょうゆ類　うすくちしょうゆ　低塩,77,70.9,6.4,Tr,7.6,12.8
＜調味料類＞　しょうゆ類　たまりしょうゆ,111,57.3,11.8,0,15.9,13
＜調味料類＞　しょうゆ類　さいしこみしょうゆ,101,60.7,9.6,0,15.9,12.4
＜調味料類＞　しょうゆ類　しろしょうゆ,86,63,2.5,0,19.2,14.2
＜調味料類＞　しょうゆ類　だししょうゆ,39,83.2,4,0,4.1,7.3
＜調味料類＞　しょうゆ類　照りしょうゆ,172,55,2.4,0,35.7,4
＜調味料類＞　食塩類　食塩,0,0.1,0,0,0,99.5
＜調味料類＞　食塩類　並塩,0,1.8,0,0,0,97.3
＜調味料類＞　食塩類　減塩タイプ食塩　調味料含む,50,Tr,0,0,16.7,49.4
＜調味料類＞　食塩類　減塩タイプ食塩　調味料不使用,0,2,0,0,0,45.7
＜調味料類＞　食塩類　精製塩　家庭用,0,Tr,0,0,0,99.6
＜調味料類＞　食塩類　精製塩　業務用,0,Tr,0,0,0,99.6
＜調味料類＞　食酢類　黒酢,54,85.7,1,0,9,0
＜調味料類＞　食酢類　穀物酢,25,93.3,0.1,0,2.4,0
＜調味料類＞　食酢類　米酢,46,87.9,0.2,0,7.4,0
＜調味料類＞　食酢類　果実酢　バルサミコ酢,99,74.2,0.5,0,19.4,0.1
＜調味料類＞　食酢類　果実酢　ぶどう酢,22,93.7,0.1,Tr,1.2,0
＜調味料類＞　食酢類　果実酢　りんご酢,26,92.6,0.1,0,2.4,0
＜調味料類＞　だし類　あごだし,0,99.8,0.1,0,0,0
＜調味料類＞　だし類　かつおだし　荒節,2,99.4,0.4,Tr,0,0.1
＜調味料類＞　だし類　かつおだし　本枯れ節,2,99.4,0.5,0,Tr,0.1
＜調味料類＞　だし類　昆布だし　水出し,4,98.5,0.1,Tr,0.9,0.2
＜調味料類＞　だし類　昆布だし　煮出し,5,98.1,0.1,0,1.3,0.2
＜調味料類＞　だし類　かつお・昆布だし　荒節・昆布だし,2,99.2,0.3,Tr,0.3,0.1
＜調味料類＞　だし類　かつお・昆布だし　本枯れ節・昆布だし,2,99.2,0.3,0,0.4,0.1
＜調味料類＞　だし類　しいたけだし,4,98.8,0.1,0,0.9,0
＜調味料類＞　だし類　煮干しだし,1,99.7,0.1,0.1,Tr,0.1
＜調味料類＞　だし類　鶏がらだし,7,98.6,0.9,0.4,Tr,0.1
＜調味料類＞　だし類　中華だし,3,99,0.8,0,Tr,0.1
＜調味料類＞　だし類　洋風だし,6,97.8,1.3,0,0.3,0.5
＜調味料類＞　だし類　固形ブイヨン,233,0.8,7,4.3,42.1,43.2
＜調味料類＞　だし類　顆粒おでん用,166,0.9,9.6,0.1,31.7,56.4
＜調味料類＞　だし類　顆粒中華だし,210,1.2,12.6,1.6,36.6,47.5
＜調味料類＞　だし類　顆粒和風だし,223,1.6,24.2,0.3,31.1,40.6
＜調味料類＞　だし類　なべつゆ　ストレート　しょうゆ味,20,93,1,0,4.1,1.8
＜調味料類＞　だし類　めんつゆ　ストレート,44,85.4,2.2,0,8.7,3.3
＜調味料類＞　だし類　めんつゆ　二倍濃縮,71,75.2,3.4,0,14.4,6.6
＜調味料類＞　だし類　めんつゆ　三倍濃縮,98,64.9,4.5,0,20,9.9
＜調味料類＞　だし類　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,157,57.5,3.3,11.7,9.9,17.1
＜調味料類＞　だし類　ラーメンスープ　濃縮　みそ味　ストレートみそ味,187,48.4,6.4,11,16.8,16.5
＜調味料類＞　調味ソース類　甘酢,116,67.2,0.1,0,28.4,1.2
＜調味料類＞　調味ソース類　エビチリの素,54,85.8,1.2,1.4,9.5,1.8
＜調味料類＞　調味ソース類　オイスターソース,105,61.6,7.7,0.3,18.3,11.4
＜調味料類＞　調味ソース類　黄身酢,219,52.6,6.3,13.1,20,5.7
＜調味料類＞　調味ソース類　魚醤油　いかなごしょうゆ,64,63,13.9,0,2.1,21.2
＜調味料類＞　調味ソース類　魚醤油　いしる　いしり,67,61.2,12.8,0,4.2,21.9
＜調味料類＞　調味ソース類　魚醤油　しょっつる,29,69.4,6.1,0,1.1,24.3
＜調味料類＞　調味ソース類　魚醤油　ナンプラー,47,65.5,9.1,0.1,2.7,22.9
＜調味料類＞　調味ソース類　ごま酢,212,53.2,4,8,29.9,1.7
＜調味料類＞　調味ソース類　ごまだれ,282,40.7,7.2,15.1,29.2,4.3
＜調味料類＞　調味ソース類　三杯酢,85,76.2,0.9,0,17.8,2
＜調味料類＞　調味ソース類　二杯酢,59,78.7,3.5,0,7.6,6.4
＜調味料類＞　調味ソース類　すし酢　ちらし・稲荷用,150,55.5,0.1,0,34.9,6.5
＜調味料類＞　調味ソース類　すし酢　にぎり用,70,72,0.2,0,14.3,9.8
＜調味料類＞　調味ソース類　すし酢　巻き寿司・箱寿司用,107,64.1,0.1,0,23.8,8.6
＜調味料類＞　調味ソース類　中華風合わせ酢,153,60.5,3,3.4,24.8,5.5
＜調味料類＞　調味ソース類　デミグラスソース,82,81.5,2.9,3,11,1.3
＜調味料類＞　調味ソース類　テンメンジャン,249,37.5,8.5,7.7,38.1,7.3
＜調味料類＞　調味ソース類　冷やし中華のたれ,114,67.1,2.1,1.2,23.1,5.8
＜調味料類＞　調味ソース類　ホワイトソース,99,81.7,1.8,6.2,9.2,1
＜調味料類＞　調味ソース類　ぽん酢しょうゆ,49,82.1,3.4,0.1,7.4,5.8
＜調味料類＞　調味ソース類　ぽん酢しょうゆ　市販品,59,77,3.7,0,10.8,7.8
＜調味料類＞　調味ソース類　マーボー豆腐の素,115,75,4.2,6.3,10.4,3.6
＜調味料類＞　調味ソース類　マリネ液,66,83.9,0.1,0,10.9,0.9
＜調味料類＞　調味ソース類　ミートソース,96,78.8,3.8,5,10.1,1.5
＜調味料類＞　調味ソース類　焼きそば粉末ソース,248,0.1,5.6,0.7,62.4,30.6
＜調味料類＞　調味ソース類　焼き鳥のたれ,131,61.4,3.3,0,28.5,5.8
＜調味料類＞　調味ソース類　焼き肉のたれ,164,52.4,4.3,2.2,32.3,8.3
＜調味料類＞　調味ソース類　みたらしのたれ,127,66.3,0.9,0,30.8,1.7
＜調味料類＞　調味ソース類　ゆずこしょう,37,64.5,1.3,0.8,9.3,25.2
＜調味料類＞　トマト加工品類　トマトピューレー,44,86.9,1.9,0.1,9.9,0
＜調味料類＞　トマト加工品類　トマトペースト,94,71.3,3.8,0.1,22,0.1
＜調味料類＞　トマト加工品類　トマトケチャップ,104,66,1.6,0.2,27.6,3.1
＜調味料類＞　トマト加工品類　トマトソース,41,87.1,2,0.2,8.5,0.6
＜調味料類＞　トマト加工品類　チリソース,112,67.3,1.8,0.1,26.3,3
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズ　全卵型,668,16.6,1.4,76,3.6,1.9
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズ　卵黄型,668,19.7,2.5,74.7,0.6,2
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,262,60.9,2.9,28.3,3.3,3.9
＜調味料類＞　ドレッシング類　分離液状ドレッシング　フレンチドレッシング　分離液状,325,47.8,Tr,31.5,12.4,6.3
＜調味料類＞　ドレッシング類　分離液状ドレッシング　和風ドレッシング　分離液状,179,69.4,1.9,14.5,9.3,3.5
＜調味料類＞　ドレッシング類　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,83,71.8,3.1,0.1,16.1,7.4
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　ごまドレッシング,399,38.1,2.7,38.3,15,4.4
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　サウザンアイランドドレッシング,392,44.1,0.3,39.2,12.8,3
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　フレンチドレッシング　乳化液状,376,44.1,0.1,38.8,9.3,6.4
＜調味料類＞　みそ類　米みそ　甘みそ,206,42.6,9.7,3,37.9,6.1
＜調味料類＞　みそ類　米みそ　淡色辛みそ,182,45.4,12.5,6,21.9,12.4
＜調味料類＞　みそ類　米みそ　赤色辛みそ,178,45.7,13.1,5.5,21.1,13
＜調味料類＞　みそ類　米みそ　だし入りみそ,167,49.9,11,5.6,20.6,11.9
＜調味料類＞　みそ類　米みそ　だし入りみそ　減塩,164,52.5,10.3,5.1,22.2,9.7
＜調味料類＞　みそ類　麦みそ,184,44,9.7,4.3,30,10.7
＜調味料類＞　みそ類　豆みそ,207,44.9,17.2,10.5,14.5,10.9
＜調味料類＞　みそ類　減塩みそ,190,46,11,5.9,25.7,10.7
＜調味料類＞　みそ類　即席みそ　粉末タイプ,321,2.4,21.9,9.3,43,20.6
＜調味料類＞　みそ類　即席みそ　ペーストタイプ,122,61.5,8.9,3.7,15.4,9.6
＜調味料類＞　みそ類　辛子酢みそ,216,43.6,5,2.1,44.6,3.3
＜調味料類＞　みそ類　ごまみそ,245,42.7,9.4,9.9,32.9,4
＜調味料類＞　みそ類　酢みそ,211,44.2,4.9,1.5,44.8,3.1
＜調味料類＞　みそ類　練りみそ,267,29.9,5.5,1.7,59.1,3.4
＜調味料類＞　ルウ類　カレールウ,474,3,6.5,34.1,44.7,10.6
＜調味料類＞　ルウ類　ハヤシルウ,501,2.2,5.8,33.2,47.5,10.7
＜調味料類＞　その他　お茶漬けの素　さけ,251,2.9,20.2,3.7,37.1,33.8
＜調味料類＞　その他　キムチの素,125,58.2,5.3,1,26,9.3
＜調味料類＞　その他　酒かす,215,51.1,14.9,1.5,23.8,0
＜調味料類＞　その他　即席すまし汁,194,2.8,18.3,0.8,30.5,45.7
＜調味料類＞　その他　ふりかけ　たまご,428,2.5,23.4,21.9,39.7,9.2
＜調味料類＞　その他　みりん風調味料,225,43.6,0.1,0,55.7,0.2
＜調味料類＞　その他　料理酒,88,82.4,0.2,Tr,4.7,2.2
＜香辛料類＞　オールスパイス　粉,364,9.2,5.6,5.6,75.2,0.1
＜香辛料類＞　オニオンパウダー,363,5,8.8,1.1,79.8,0.1
＜香辛料類＞　からし　粉,435,4.9,33,14.3,43.7,0.1
＜香辛料類＞　からし　練り,314,31.7,5.9,14.5,40.1,7.4
＜香辛料類＞　からし　練りマスタード,175,65.7,4.8,10.6,13.1,3
＜香辛料類＞　からし　粒入りマスタード,229,57.2,7.6,16,12.7,4.1
＜香辛料類＞　カレー粉,338,5.7,13,12.2,63.3,0.1
＜香辛料類＞　クローブ　粉,398,7.5,7.2,13.6,66.4,0.7
＜香辛料類＞　こしょう　黒　粉,362,12.7,11,6,66.6,0.2
＜香辛料類＞　こしょう　白　粉,376,12.3,10.1,6.4,70.1,0
＜香辛料類＞　こしょう　混合　粉,369,12.5,10.6,6.2,68.3,0.1
＜香辛料類＞　さんしょう　粉,375,8.3,10.3,6.2,69.6,0
＜香辛料類＞　シナモン　粉,356,9.4,3.6,3.5,79.6,0.1
＜香辛料類＞　しょうが　粉,365,10.6,7.8,4.9,72.5,0.1
＜香辛料類＞　しょうが　おろし,41,88.2,0.7,0.6,8.6,1.5
＜香辛料類＞　セージ　粉,377,9.2,6.4,10.1,66.9,0.3
＜香辛料類＞　タイム　粉,342,9.8,6.5,5.2,69.8,0
＜香辛料類＞　チリパウダー,374,3.8,15,8.2,60.1,6.4
＜香辛料類＞　とうがらし　粉,412,1.7,16.2,9.7,66.8,0
＜香辛料類＞　ナツメグ　粉,520,6.3,5.7,38.5,47.5,0
＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,380,3.5,19.9,0.8,73.8,0
＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,382,3.5,19.9,0.8,73.8,8.4
＜香辛料類＞　にんにく　おろし,170,52.1,4.7,0.5,37,4.6
＜香辛料類＞　バジル　粉,307,10.9,21.1,2.2,50.6,0.1
＜香辛料類＞　パセリ　乾,341,5,28.7,2.2,51.6,2.2
＜香辛料類＞　パプリカ　粉,385,10,15.5,11.6,55.6,0.2
＜香辛料類＞　わさび　粉　からし粉入り,384,4.9,16.5,4.4,69.7,0.1
＜香辛料類＞　わさび　練り,265,39.8,3.3,10.3,39.8,6.1
＜その他＞　酵母　パン酵母　圧搾,105,68.1,16.5,1.5,12.1,0.1
＜その他＞　酵母　パン酵母　乾燥,307,8.7,37.1,6.8,43.1,0.3
＜その他＞　ベーキングパウダー,150,4.5,Tr,1.2,29,17.3
和風料理　和え物類　青菜の白和え,81,79.7,4.2,3.4,10.5,1.3
和風料理　和え物類　いんげんのごま和え,77,81.4,3.7,3.4,9.1,1.2
和風料理　和え物類　わかめとねぎの酢みそ和え,85,76.3,3.8,0.9,16.3,1.8
和風料理　汁物類　とん汁,26,94.4,1.5,1.5,2,0.6
和風料理　酢の物類　紅白なます,34,90.3,0.6,0.6,7.2,0.6
和風料理　煮物類　卯の花いり,84,79.1,4.4,4.1,10.7,1.1
和風料理　煮物類　親子丼の具,101,79.4,8.4,5.2,5.6,1
和風料理　煮物類　牛飯の具,122,78.8,4.1,9.4,6.4,1
和風料理　煮物類　切り干し大根の煮物,48,88.2,2.3,2.5,5.7,0.9
和風料理　煮物類　きんぴらごぼう,84,81.6,1.4,4.5,11.3,0.9
和風料理　煮物類　ぜんまいのいため煮,80,82.3,3.4,4.2,8.7,1.1
和風料理　煮物類　筑前煮,85,80.4,4.4,3.5,10.2,1.1
和風料理　煮物類　肉じゃが,78,79.6,4.3,1.3,13,1.2
和風料理　煮物類　ひじきのいため煮,75,80.8,3.1,4,9.9,1.4
和風料理　その他　アジの南蛮漬け,109,78,8.1,6.1,6.2,0.7
和風料理　その他　お好み焼き,136,71.8,5.2,6.5,15.2,0.8
和風料理　その他　とりから揚げ,204,55.8,15.6,10.1,16.1,1.8
和風料理　その他　松前漬け　しょうゆ漬,166,51.2,17,1.4,24.7,5.2
洋風料理　カレー類　チキンカレー,131,75.2,5.6,8.8,8.4,1.4
洋風料理　カレー類　ビーフカレー,119,78.5,2.4,9,8.1,1.7
洋風料理　カレー類　ポークカレー,116,79.2,2.8,8.6,7.7,1.4
洋風料理　コロッケ類　カニクリームコロッケ,255,54.6,5.1,17.1,22,0.8
洋風料理　コロッケ類　コーンクリームコロッケ,245,54.1,5.1,16,23.4,0.8
洋風料理　コロッケ類　ポテトコロッケ,226,55.5,5.3,12.6,25.2,0.7
洋風料理　シチュー類　チキンシチュー,124,76.7,6.2,8,7.8,0.7
洋風料理　シチュー類　ビーフシチュー,153,74.9,4.1,12.6,7.1,1
洋風料理　素揚げ類　ミートボール,199,62.1,10.2,12.5,13.4,1.2
洋風料理　スープ類　かぼちゃのクリームスープ,73,83.3,1.5,3.9,10.1,0.8
洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,62,86,1.7,2.6,8.5,0.9
洋風料理　スープ類　コーンクリームスープ　粉末タイプ,425,2.1,8.1,13.7,67.4,7.1
洋風料理　ハンバーグステーキ類　合いびきハンバーグ,197,62.8,13.4,12.2,10,0.9
洋風料理　ハンバーグステーキ類　チキンハンバーグ,171,67,12.6,10.2,8.5,1.2
洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,142,71.2,9.9,9.2,8.4,0.6
洋風料理　フライ類　いかフライ,227,54.9,13.3,11.3,19.7,0.5
洋風料理　フライ類　えびフライ,236,50.5,15.9,11.6,20.5,0.9
洋風料理　フライ類　かきフライ,289,46.3,8.9,18,25.5,0.9
洋風料理　フライ類　白身フライ,299,50.7,9.7,21.8,16.2,0.9
洋風料理　フライ類　メンチカツ,273,50.3,10.7,18.7,18.7,0.9
洋風料理　フライ用冷凍食品　いかフライ　冷凍,146,64.5,10.6,2,21.4,0.8
洋風料理　フライ用冷凍食品　えびフライ　冷凍,139,66.3,10.2,1.9,20.3,0.9
洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,159,67,4.7,6.3,20.9,0.7
洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,157,63.5,4.6,4.9,25.3,0.7
洋風料理　フライ用冷凍食品　白身フライ　冷凍,148,64.5,11.6,2.7,19.3,0.9
